Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Postcode,Regionname,Propertycount,Distance,CouncilArea
Mooroolbark,5 Chaucer St,3,h,778000,S,Hoskins,01-04-2017,3138,Eastern Victoria,8280,26.5,Yarra Ranges Shire Council
Mordialloc,2/144 Chute St,3,t,822000,S,Hodges,01-04-2017,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council
Mordialloc,8 Rivette St,3,h,895000,S,Buxton,01-04-2017,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council
Mordialloc,1 Winterset Cl,4,h,1300000,PI,O'Brien,01-04-2017,3195,South-Eastern Metropolitan,3650,21.5,Kingston City Council
Mount Waverley,4/1 Adrienne Cr,2,u,568888,S,Ray,01-04-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,16 Amber Gr,5,h,3105000,S,Ray,01-04-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,7 Bambra Ct,4,h,1500000,S,Buxton,01-04-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,5 Byrd Ct,3,t,1030000,S,Buxton,01-04-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,1/3 Elm Gr,2,u,,S,Noel,01-04-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,3/8 Grenfell Rd,4,t,,PI,Ray,01-04-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,4 Josephine Av,5,h,,SP,Jellis,01-04-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,7 Larch Cr,4,h,1275000,PI,Barry,01-04-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,9 Larch Cr,3,h,1360000,S,Barry,01-04-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,19 Monomeith Cr,5,h,,SN,Ray,01-04-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,1 Seaton Ct,5,h,,PI,Philip,01-04-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,44 Smyth St,4,h,980000,SP,Barry,01-04-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,2/93 Stanley Av,3,t,,S,Buxton,01-04-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,13 Toirram Rd,5,h,1601000,SP,Harcourts,01-04-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mount Waverley,8 Wadham Pde,4,h,1780000,S,Barry,01-04-2017,3149,Eastern Metropolitan,13366,14.2,Monash City Council
Mulgrave,20 Brunton Cr,3,h,630000,S,Ray,01-04-2017,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
Mulgrave,2 Cooley La,4,h,925000,S,Fletchers,01-04-2017,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
Mulgrave,8 Dirkala Ct,3,h,868000,S,Ray,01-04-2017,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
Mulgrave,4 Fiji Ct,5,h,880000,S,Ray,01-04-2017,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
Mulgrave,35 Merrill St,3,h,920000,S,Ray,01-04-2017,3170,South-Eastern Metropolitan,7113,18.8,Monash City Council
Murrumbeena,11 Adams St,4,h,1550000,VB,Gary,01-04-2017,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council
Murrumbeena,1/11 Howe St,2,u,720000,PI,Buxton,01-04-2017,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council
Murrumbeena,1/5 Murrumbeena Rd,2,u,586500,S,Marshall,01-04-2017,3163,Southern Metropolitan,4442,10.1,Glen Eira City Council
Narre Warren,7 Feldspar Ct,3,h,551000,SP,Schroeder,01-04-2017,3805,South-Eastern Metropolitan,9376,34.1,Casey City Council
Narre Warren,13 Greg Ct,4,h,510000,SP,Benchmark,01-04-2017,3805,South-Eastern Metropolitan,9376,34.1,Casey City Council
Newport,313 Douglas Pde,2,h,1032000,SP,Raine,01-04-2017,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
Newport,18 Latrobe St,3,h,1270000,S,RT,01-04-2017,3015,Western Metropolitan,5498,6.2,Hobsons Bay City Council
Noble Park,2 Parramatta Cr,4,h,710000,S,iSell,01-04-2017,3174,South-Eastern Metropolitan,11806,22.7,Greater Dandenong City Council
North Melbourne,18 Molesworth St,6,h,1815000,S,Woodards,01-04-2017,3051,Northern Metropolitan,6821,1.8,Melbourne City Council
North Melbourne,2/150 Peel St,1,u,420000,SP,Jellis,01-04-2017,3051,Northern Metropolitan,6821,1.8,Melbourne City Council
Northcote,268 Clarke St,2,h,1200000,PI,Nelson,01-04-2017,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Northcote,4/54 Cunningham St,1,u,345000,PI,Woodards,01-04-2017,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Northcote,57 Henry St,3,h,,S,Collins,01-04-2017,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Northcote,3/49 James St,3,t,1075000,SP,McGrath,01-04-2017,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Northcote,72 Thomson St,3,h,1332000,S,Collins,01-04-2017,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Northcote,4/28 Wilmoth St,1,u,,PI,Love,01-04-2017,3070,Northern Metropolitan,11364,5.3,Darebin City Council
Nunawading,16 Heather Gr,3,h,685000,S,Noel,01-04-2017,3131,Eastern Metropolitan,4973,15.4,Manningham City Council
Nunawading,14 Laughlin Av,3,h,1185000,S,Barry,01-04-2017,3131,Eastern Metropolitan,4973,15.4,Manningham City Council
Nunawading,15 Suffolk St,3,h,806000,S,Philip,01-04-2017,3131,Eastern Metropolitan,4973,15.4,Manningham City Council
Oak Park,18 Kerr Av,3,h,857000,S,Eview,01-04-2017,3046,Northern Metropolitan,2651,11.2,Moreland City Council
Oak Park,11 Vincent St,4,h,945000,S,Barry,01-04-2017,3046,Northern Metropolitan,2651,11.2,Moreland City Council
Oakleigh,5/28 Devon Gr,4,t,986000,S,Ray,01-04-2017,3166,Southern Metropolitan,3224,12.3,Monash City Council
Oakleigh South,19 Delos St,2,h,1120000,S,Woodards,01-04-2017,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council
Oakleigh South,1/1 Wallace Av,3,u,710000,PI,Ray,01-04-2017,3167,South-Eastern Metropolitan,3692,15.5,Kingston City Council
Ormond,10/30 Lillimur Rd,2,u,420000,S,Woodards,01-04-2017,3204,Southern Metropolitan,3578,11.4,Glen Eira City Council
Ormond,8/38 Lillimur Rd,2,u,490000,SP,Buxton,01-04-2017,3204,Southern Metropolitan,3578,11.4,Glen Eira City Council
Ormond,587 North Rd,3,h,,S,Buxton,01-04-2017,3204,Southern Metropolitan,3578,11.4,Glen Eira City Council
Ormond,2/31 Wheeler St,3,t,1100000,S,hockingstuart,01-04-2017,3204,Southern Metropolitan,3578,11.4,Glen Eira City Council
Pakenham,24 Osborn Gr,3,h,378000,S,Ray,01-04-2017,3810,Eastern Victoria,17384,47.3,Cardinia Shire Council
Parkdale,5 Fourth St,3,h,1260000,S,Thomson,01-04-2017,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council
Parkdale,69 McSwain St,3,h,1200000,S,hockingstuart,01-04-2017,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council
Parkdale,9/410 Nepean Hwy,2,u,669000,S,Hodges,01-04-2017,3195,South-Eastern Metropolitan,5087,21.5,Kingston City Council
Parkville,1/238 The Avenue,1,u,668000,S,Jellis,01-04-2017,3052,Northern Metropolitan,2309,1.8,Melbourne City Council
Pascoe Vale,15 Alexandra St,4,h,945000,S,Brad,01-04-2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Pascoe Vale,2/79 Bolingbroke St,2,t,650000,SP,Alexkarbon,01-04-2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Pascoe Vale,2 Essex St,4,h,1510000,S,Peter,01-04-2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Pascoe Vale,6/422 Gaffney St,2,t,522000,SP,Brad,01-04-2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Pascoe Vale,3/6 Olive Gr,3,u,760000,S,Nelson,01-04-2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Pascoe Vale,4 Stennis St,3,h,930000,S,Nelson,01-04-2017,3044,Northern Metropolitan,7485,8.5,Moreland City Council
Patterson Lakes,11/41 Gladesville Bvd,3,t,645000,S,Hodges,01-04-2017,3197,South-Eastern Metropolitan,3351,31.2,Kingston City Council
Plenty,34 McLaughlans La,4,h,,SP,Morrison,01-04-2017,3090,Northern Victoria,777,20.1,Nillumbik Shire Council
Point Cook,52 Lancaster Dr,3,h,641000,SP,hockingstuart,01-04-2017,3030,Western Metropolitan,15542,14.7,Wyndham City Council
Point Cook,30 Seagrass Cr,4,h,720000,VB,hockingstuart,01-04-2017,3030,Western Metropolitan,15542,14.7,Wyndham City Council
Port Melbourne,115/1 Danks St W,2,u,625000,S,hockingstuart,01-04-2017,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Port Melbourne,196 Nott St,3,h,1400000,S,Chisholm,01-04-2017,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Port Melbourne,6/117 Rouse St,4,t,2090000,SP,Marshall,01-04-2017,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Port Melbourne,511/166 Rouse St,1,u,505000,S,Hodges,01-04-2017,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Port Melbourne,37 The Bend,3,h,1650000,S,Frank,01-04-2017,3207,Southern Metropolitan,8648,3.5,Melbourne City Council
Prahran,4/10 Highbury grove,1,u,311000,S,hockingstuart,01-04-2017,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
Prahran,10 Murray St,2,h,1325000,S,hockingstuart,01-04-2017,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
Prahran,3 Newry St,3,h,,S,Jellis,01-04-2017,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
Prahran,501/36 Porter St,2,u,940000,S,Matthew,01-04-2017,3181,Southern Metropolitan,7717,4.6,Stonnington City Council
Preston,2/177 Bell St,3,t,893000,S,Barry,01-04-2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Preston,8/466 Bell St,2,u,410000,VB,Nelson,01-04-2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Preston,20 Opal St,3,t,640000,VB,Nelson,01-04-2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Preston,15 Osborne Gr,3,h,1239500,S,Barry,01-04-2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
Preston,4 Tyler St,2,h,530000,S,Love,01-04-2017,3072,Northern Metropolitan,14577,8.4,Darebin City Council
